zipcode,zipcode_type,major_city,post_office_city,county,state,lat,lng
40205,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.22,-85.68
40206,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.26,-85.7
40207,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.26,-85.66
40208,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.22,-85.76
40209,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.18,-85.74
40210,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.23,-85.79
40211,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.23,-85.82
40212,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.27,-85.8
40213,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.19,-85.71
40214,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.16,-85.79
40215,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.19,-85.79
40216,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.19,-85.84
40217,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.22,-85.74
40218,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.19,-85.66
40219,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.14,-85.69
40220,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.22,-85.62
40221,PO Box,Louisville,NA,Jefferson County,KY,38.1887008,-85.750789
40222,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.27,-85.62
40223,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.26,-85.54
40224,PO Box,Louisville,NA,Jefferson County,KY,38.2299999,-85.58
40225,Unique,Louisville,NA,Jefferson County,KY,38.2,-85.7
40228,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.14,-85.63
40229,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.09,-85.66
40231,PO Box,Louisville,"Louisville, KY",Jefferson County,KY,38.25,-85.75
40232,PO Box,Louisville,NA,Jefferson County,KY,38.2,-85.7
40233,PO Box,Louisville,NA,Jefferson County,KY,38.2,-85.7
40241,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.31,-85.58
40242,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.28,-85.59
40243,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.24,-85.53
40245,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.26,-85.46
40250,PO Box,Louisville,NA,Jefferson County,KY,38.22,-85.62
40251,PO Box,Louisville,NA,Jefferson County,KY,38.25,-85.8
40252,PO Box,Louisville,NA,Jefferson County,KY,38.2600746,-85.5999195
40253,PO Box,Louisville,NA,Jefferson County,KY,38.25,-85.54
40255,PO Box,Louisville,NA,Jefferson County,KY,38.22,-85.69
40256,PO Box,Louisville,NA,Jefferson County,KY,38.2,-85.8199999
40257,PO Box,Louisville,NA,Jefferson County,KY,38.25,-85.66
40258,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.14,-85.86
40259,PO Box,Louisville,NA,Jefferson County,KY,38.14,-85.69
40261,PO Box,Louisville,NA,Jefferson County,KY,38.19,-85.65
40266,Unique,Louisville,NA,Jefferson County,KY,38.133032,-85.8963964
40268,PO Box,Louisville,NA,Jefferson County,KY,38.14,-85.84
40269,PO Box,Louisville,NA,Jefferson County,KY,38.19,-85.5699999
40270,PO Box,Louisville,NA,Jefferson County,KY,38.11,-85.87
40272,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.1,-85.9
40280,Unique,Louisville,"Louisville, KY",Jefferson County,KY,38.25,-85.75
40281,Unique,Louisville,NA,Jefferson County,KY,38.133032,-85.8963964
40282,Unique,Louisville,NA,Jefferson County,KY,38.133032,-85.8963964
40283,Unique,Louisville,NA,Jefferson County,KY,38.133032,-85.8963964
40285,PO Box,Louisville,NA,Jefferson County,KY,38.2,-85.7
40287,Unique,Louisville,NA,Jefferson County,KY,38.2,-85.7
40289,Unique,Louisville,NA,Jefferson County,KY,38.26,-85.75
40290,PO Box,Louisville,NA,Jefferson County,KY,38.26,-85.75
40291,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.13,-85.58
40292,Unique,Louisville,NA,Jefferson County,KY,38.2169261,-85.7624992
40293,Unique,Louisville,NA,Jefferson County,KY,38.26,-85.75
40294,Unique,Louisville,NA,Jefferson County,KY,38.26,-85.75
40295,PO Box,Louisville,NA,Jefferson County,KY,38.26,-85.75
40296,Unique,Louisville,NA,Jefferson County,KY,38.26,-85.75
40297,Unique,Louisville,NA,Jefferson County,KY,38.26,-85.75
40298,PO Box,Louisville,NA,Jefferson County,KY,38.26,-85.75
40299,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.2,-85.5
40310,PO Box,Burgin,"Burgin, KY",Mercer County,KY,37.755,-84.769
40311,Standard,Carlisle,"Carlisle, KY",Nicholas County,KY,38.3,-84
40312,Standard,Clay City,"Clay City, KY",Powell County,KY,37.8,-83.9
40313,Standard,Clearfield,"Clearfield, KY",Rowan County,KY,38.12,-83.41
40316,Standard,Denniston,"Denniston, KY",Menifee County,KY,37.93,-83.53
40317,PO Box,Elliottville,NA,Rowan County,KY,38.1828602,-83.2757346
40319,PO Box,Farmers,NA,Rowan County,KY,38.1415142,-83.5414627
40322,Standard,Frenchburg,"Frenchburg, KY",Menifee County,KY,37.9,-83.6
40324,Standard,Georgetown,"Georgetown, KY",Scott County,KY,38.3,-84.6
40328,Standard,Gravel Switch,"Gravel Switch, KY",Marion County,KY,37.6,-85
40330,Standard,Harrodsburg,"Harrodsburg, KY",Mercer County,KY,37.8,-84.9
40334,Standard,Hope,"Hope, KY",Montgomery County,KY,38.02,-83.75
40336,Standard,Irvine,"Irvine, KY",Estill County,KY,37.7,-83.9
40337,Standard,Jeffersonville,"Jeffersonville, KY",Montgomery County,KY,38,-83.9
40339,PO Box,Keene,"Keene, KY",Jessamine County,KY,37.9435,-84.6376
40340,PO Box,Nicholasville,NA,Jessamine County,KY,37.88,-84.5699999
40342,Standard,Lawrenceburg,"Lawrenceburg, KY",Anderson County,KY,38,-85
40346,Standard,Means,"Means, KY",Menifee County,KY,37.98,-83.72
40347,Standard,Midway,"Midway, KY",Woodford County,KY,38.16,-84.71
40348,PO Box,Millersburg,"Millersburg, KY",Bourbon County,KY,38.3,-84.15
40350,Standard,Moorefield,"Moorefield, KY",Nicholas County,KY,38.31,-83.87
40351,Standard,Morehead,"Morehead, KY",Rowan County,KY,38.2,-83.4
40353,Standard,Mount Sterling,"Mount Sterling, KY",Montgomery County,KY,38.1,-83.9
40355,Standard,New Liberty,NA,Owen County,KY,38.5428,-84.84049
40356,Standard,Nicholasville,"Nicholasville, KY",Jessamine County,KY,37.9,-84.6
40357,PO Box,North Middletown,NA,Bourbon County,KY,38.1443656,-84.1082161
40358,Standard,Olympia,"Olympia, KY",Bath County,KY,38.07,-83.69
40359,Standard,Owenton,"Owenton, KY",Owen County,KY,38.5,-84.9
40360,Standard,Owingsville,"Owingsville, KY",Bath County,KY,38.2,-83.7
40361,Standard,Paris,"Paris, KY",Bourbon County,KY,38.2,-84.2
40362,PO Box,Paris,NA,Bourbon County,KY,38.21,-84.25
40363,PO Box,Perry Park,"Perry Park, KY",Owen County,KY,38.5,-84.8
40366,PO Box,Preston,NA,Bath County,KY,38.0856355,-83.7532504
40370,Standard,Sadieville,"Sadieville, KY",Scott County,KY,38.4,-84.5
40371,Standard,Salt Lick,"Salt Lick, KY",Bath County,KY,38.1,-83.6
40372,Standard,Salvisa,"Salvisa, KY",Mercer County,KY,37.9,-84.9
40374,Standard,Sharpsburg,"Sharpsburg, KY",Bath County,KY,38.2,-83.9
40376,Standard,Slade,"Slade, KY",Powell County,KY,37.79,-83.68
40379,Standard,Stamping Ground,"Stamping Ground, KY",Scott County,KY,38.3,-84.7
40380,Standard,Stanton,"Stanton, KY",Powell County,KY,37.8,-83.8
40383,Standard,Versailles,"Versailles, KY",Woodford County,KY,38,-84.7
40384,Unique,Versailles,NA,Woodford County,KY,38.05,-84.73
40385,Standard,Waco,"Waco, KY",Madison County,KY,37.7,-84.1
40386,Unique,Versailles,NA,Woodford County,KY,38.052576,-84.7299464
40387,Standard,Wellington,"Wellington, KY",Menifee County,KY,37.9,-83.5
40390,Standard,Wilmore,"Wilmore, KY",Jessamine County,KY,37.86,-84.67
40391,Standard,Winchester,"Winchester, KY",Clark County,KY,38,-84.2
40392,PO Box,Winchester,NA,Clark County,KY,37.99,-84.18
40402,Standard,Annville,"Annville, KY",Jackson County,KY,37.29,-83.97
40403,Standard,Berea,"Berea, KY",Madison County,KY,37.6,-84.3
40404,Unique,Berea,"Berea, KY",Madison County,KY,37.6,-84.2
40405,PO Box,Bighill,NA,Jackson County,KY,37.5562536,-84.2089695
40409,Standard,Brodhead,"Brodhead, KY",Rockcastle County,KY,37.4,-84.4
40410,PO Box,Bryantsville,NA,Garrard County,KY,37.714351,-84.6491023
40419,Standard,Crab Orchard,"Crab Orchard, KY",Lincoln County,KY,37.4,-84.5
40422,Standard,Danville,"Danville, KY",Boyle County,KY,37.6,-84.8
40423,PO Box,Danville,NA,Boyle County,KY,37.65,-84.77
40434,PO Box,Gray Hawk,"Gray Hawk, KY",Jackson County,KY,37.394,-83.937
40437,Standard,Hustonville,"Hustonville, KY",Lincoln County,KY,37.5,-84.9
40440,Standard,Junction City,"Junction City, KY",Boyle County,KY,37.58,-84.83
40442,Standard,Kings Mountain,"Kings Mountain, KY",Lincoln County,KY,37.35,-84.74
40444,Standard,Lancaster,"Lancaster, KY",Garrard County,KY,37.7,-84.6
40445,Standard,Livingston,"Livingston, KY",Rockcastle County,KY,37.33,-84.21
40446,Unique,Lancaster,NA,Garrard County,KY,37.6195246,-84.5779957
40447,Standard,Mc Kee,"Mc Kee, KY",Jackson County,KY,37.4,-84
40448,PO Box,Mc Kinney,"Mc Kinney, KY",Lincoln County,KY,37.4,-84.8
40452,PO Box,Mitchellsburg,NA,Boyle County,KY,37.6009872,-84.9519044
40456,Standard,Mount Vernon,"Mount Vernon, KY",Rockcastle County,KY,37.3,-84.3
40460,Standard,Orlando,"Orlando, KY",Rockcastle County,KY,37.39,-84.25
40461,Standard,Paint Lick,"Paint Lick, KY",Madison County,KY,37.6,-84.41
40464,Standard,Parksville,"Parksville, KY",Boyle County,KY,37.56,-84.94
40468,Standard,Perryville,"Perryville, KY",Boyle County,KY,37.65,-84.98
40472,Standard,Ravenna,"Ravenna, KY",Estill County,KY,37.71,-83.89
40473,PO Box,Renfro Valley,NA,Rockcastle County,KY,37.3799056,-84.3309764
40475,Standard,Richmond,"Richmond, KY",Madison County,KY,37.8,-84.3
40476,PO Box,Richmond,NA,Madison County,KY,37.75,-84.29
40481,Standard,Sandgap,"Sandgap, KY",Jackson County,KY,37.478,-84.076
40484,Standard,Stanford,"Stanford, KY",Lincoln County,KY,37.5,-84.7
40486,Standard,Tyner,"Tyner, KY",Jackson County,KY,37.38,-83.86
40488,PO Box,Waneta,NA,Jackson County,KY,37.47,-84.04
40489,Standard,Waynesburg,"Waynesburg, KY",Lincoln County,KY,37.4,-84.7
40492,PO Box,Wildie,NA,Rockcastle County,KY,37.4170226,-84.3009442
40495,PO Box,Winston,NA,Estill County,KY,37.705637,-84.0821492
40502,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.02,-84.49
40503,Standard,Lexington,"Lexington, KY",Fayette County,KY,38,-84.53
40504,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.04,-84.54
40505,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.06,-84.45
40506,Unique,Lexington,"Lexington, KY",Fayette County,KY,38.05,-84.5
40507,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.05,-84.5
40508,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.05,-84.5
40509,Standard,Lexington,"Lexington, KY",Fayette County,KY,37.99,-84.37
40510,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.07,-84.59
40511,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.1,-84.5
40512,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40513,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.01,-84.61
40514,Standard,Lexington,"Lexington, KY",Fayette County,KY,37.98,-84.56
40515,Standard,Lexington,"Lexington, KY",Fayette County,KY,37.9,-84.4
40516,Standard,Lexington,"Lexington, KY",Fayette County,KY,38.08,-84.37
40517,Standard,Lexington,"Lexington, KY",Fayette County,KY,37.99,-84.49
40522,PO Box,Lexington,NA,Fayette County,KY,38.02,-84.49
40523,PO Box,Lexington,NA,Fayette County,KY,37.99,-84.52
40524,PO Box,Lexington,NA,Fayette County,KY,37.99,-84.52
40526,Unique,Lexington,NA,Fayette County,KY,38.0392338,-84.5065464
40533,PO Box,Lexington,NA,Fayette County,KY,38.0399831,-84.5500223
40536,Unique,Lexington,NA,Fayette County,KY,38.0327247,-84.5066144
40544,PO Box,Lexington,NA,Fayette County,KY,38.04,-84.55
40546,Unique,Lexington,NA,Fayette County,KY,38.0392338,-84.5065464
40550,Unique,Lexington,NA,Fayette County,KY,38.14,-84.47
40555,PO Box,Lexington,NA,Fayette County,KY,38.05,-84.5
40574,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40575,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40576,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40577,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40578,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40579,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40580,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40581,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40582,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40583,PO Box,Lexington,NA,Fayette County,KY,38.14,-84.47
40588,PO Box,Lexington,NA,Fayette County,KY,38.0496573,-84.5001573
40591,PO Box,Lexington,NA,Fayette County,KY,38.049955,-84.5000512
40598,Unique,Lexington,NA,Fayette County,KY,38.05,-84.5
40601,Standard,Frankfort,"Frankfort, KY",Franklin County,KY,38.2,-84.9
40602,PO Box,Frankfort,NA,Franklin County,KY,38.2,-84.87
40603,PO Box,Frankfort,NA,Franklin County,KY,38.2,-84.83
40604,PO Box,Frankfort,"Frankfort, KY",Franklin County,KY,38.2,-84.9
40618,Unique,Frankfort,NA,Franklin County,KY,38.2,-84.87
40619,Unique,Frankfort,NA,Franklin County,KY,38.2,-84.87
40620,Unique,Frankfort,NA,Franklin County,KY,38.2,-84.87
40621,Unique,Frankfort,NA,Franklin County,KY,38.2,-84.87
40622,Unique,Frankfort,NA,Franklin County,KY,38.2,-84.87
40701,Standard,Corbin,"Corbin, KY",Whitley County,KY,36.9,-84.2
40702,PO Box,Corbin,NA,Whitley County,KY,36.95,-84.1
40724,PO Box,Bush,NA,Laurel County,KY,37.07,-83.98
40729,Standard,East Bernstadt,"East Bernstadt, KY",Laurel County,KY,37.3,-84.1
40730,PO Box,Emlyn,NA,Whitley County,KY,36.706663,-84.1475003
40734,Standard,Gray,"Gray, KY",Knox County,KY,36.93,-83.96
40737,Standard,Keavy,"Keavy, KY",Laurel County,KY,37.01,-84.15
40740,Standard,Lily,"Lily, KY",Laurel County,KY,37.02,-84.03
40741,Standard,London,"London, KY",Laurel County,KY,37.1,-84.1
40742,PO Box,London,NA,Laurel County,KY,37.13,-84.08
40743,PO Box,London,"London, KY",Laurel County,KY,37.1,-84.1
40744,Standard,London,"London, KY",Laurel County,KY,37,-84.1
40745,PO Box,London,NA,Laurel County,KY,37.13,-84.08
40750,Unique,London,NA,Laurel County,KY,37.1289771,-84.0832646
40754,Standard,Nevisdale,NA,Whitley County,KY,36.6867503,-84.0460405
40755,PO Box,Pittsburg,NA,Laurel County,KY,37.1702638,-84.1229551
40759,Standard,Rockholds,"Rockholds, KY",Whitley County,KY,36.8,-84.1
40763,Standard,Siler,"Siler, KY",Whitley County,KY,36.68,-83.93
40769,Standard,Williamsburg,"Williamsburg, KY",Whitley County,KY,36.7,-84.2
40771,Standard,Woodbine,"Woodbine, KY",Knox County,KY,36.86,-84.03
40801,PO Box,Ages Brookside,"Ages Brookside, KY",Harlan County,KY,36.84,-83.24
40803,PO Box,Asher,NA,Leslie County,KY,37.0444928,-83.4038974
40806,Standard,Baxter,"Baxter, KY",Harlan County,KY,36.87,-83.31
40807,PO Box,Benham,"Benham, KY",Harlan County,KY,36.9643,-82.9503
40808,Standard,Big Laurel,"Big Laurel, KY",Harlan County,KY,36.99,-83.2
40810,Standard,Bledsoe,"Bledsoe, KY",Harlan County,KY,36.9,-83.3
40813,Standard,Calvin,"Calvin, KY",Bell County,KY,36.71,-83.6
40815,Standard,Cawood,"Cawood, KY",Harlan County,KY,36.77,-83.21
40816,Standard,Chappell,"Chappell, KY",Leslie County,KY,37.01,-83.33
40818,Standard,Coalgood,"Coalgood, KY",Harlan County,KY,36.81,-83.25
40819,Standard,Coldiron,"Coldiron, KY",Harlan County,KY,36.82,-83.47
40820,Standard,Cranks,"Cranks, KY",Harlan County,KY,36.79,-83.15
40823,Standard,Cumberland,"Cumberland, KY",Harlan County,KY,37,-83
40824,PO Box,Dayhoit,"Dayhoit, KY",Harlan County,KY,36.87,-83.39
40826,Standard,Eolia,"Eolia, KY",Letcher County,KY,37.05,-82.78
40827,Standard,Essie,"Essie, KY",Leslie County,KY,37.04,-83.47
40828,Standard,Evarts,"Evarts, KY",Harlan County,KY,36.9,-83.1
40829,PO Box,Grays Knob,"Grays Knob, KY",Harlan County,KY,36.807,-83.302
40830,Standard,Gulston,"Gulston, KY",Harlan County,KY,36.77,-83.34
40831,Standard,Harlan,"Harlan, KY",Harlan County,KY,36.8,-83.3
40840,Standard,Helton,"Helton, KY",Leslie County,KY,36.94,-83.4
40843,Standard,Holmes Mill,"Holmes Mill, KY",Harlan County,KY,36.89,-82.93
40844,PO Box,Hoskinston,"Hoskinston, KY",Leslie County,KY,37.09,-83.37
40845,Standard,Hulen,"Hulen, KY",Bell County,KY,36.74,-83.54
40847,PO Box,Kenvir,"Kenvir, KY",Harlan County,KY,36.85,-83.16
40849,PO Box,Lejunior,"Lejunior, KY",Harlan County,KY,36.93,-83.18
40854,PO Box,Loyall,"Loyall, KY",Harlan County,KY,36.851,-83.349
40855,PO Box,Lynch,"Lynch, KY",Harlan County,KY,36.965,-82.91
40856,Standard,Miracle,"Miracle, KY",Bell County,KY,36.7,-83.7
40858,Standard,Mozelle,"Mozelle, KY",Leslie County,KY,37.01,-83.41
40862,Standard,Partridge,"Partridge, KY",Letcher County,KY,37.02,-82.88
40863,Standard,Pathfork,"Pathfork, KY",Harlan County,KY,36.75,-83.45
40865,Standard,Putney,"Putney, KY",Harlan County,KY,36.89,-83.22
40868,Standard,Stinnett,"Stinnett, KY",Leslie County,KY,37.09,-83.42
40870,Standard,Totz,"Totz, KY",Harlan County,KY,36.93,-83.17
40873,Standard,Wallins Creek,"Wallins Creek, KY",Harlan County,KY,36.8,-83.42
40874,Standard,Warbranch,"Warbranch, KY",Leslie County,KY,36.97,-83.46
40902,Standard,Arjay,"Arjay, KY",Bell County,KY,36.84,-83.63
40903,Standard,Artemus,"Artemus, KY",Knox County,KY,36.83,-83.83
40906,Standard,Barbourville,"Barbourville, KY",Knox County,KY,36.8,-83.9
40913,Standard,Beverly,"Beverly, KY",Clay County,KY,36.92,-83.55
40914,Standard,Big Creek,"Big Creek, KY",Clay County,KY,37.1,-83.6
40915,Standard,Bimble,"Bimble, KY",Knox County,KY,36.89,-83.82
40921,Standard,Bryants Store,"Bryants Store, KY",Knox County,KY,36.75,-83.89
40923,Standard,Cannon,"Cannon, KY",Knox County,KY,36.93,-83.85
40927,Standard,Closplint,"Closplint, KY",Harlan County,KY,36.89,-83.01
40930,PO Box,Dewitt,NA,Knox County,KY,36.8770316,-83.7376965
40931,PO Box,Eriline,NA,Clay County,KY,37.1887014,-83.592969
40932,PO Box,Fall Rock,NA,Clay County,KY,37.2146659,-83.7869649
40935,Standard,Flat Lick,"Flat Lick, KY",Knox County,KY,36.9,-83.7
40939,Standard,Fourmile,"Fourmile, KY",Bell County,KY,36.81,-83.73
40940,Standard,Frakes,"Frakes, KY",Whitley County,KY,36.65,-83.9
40941,PO Box,Garrard,"Garrard, KY",Clay County,KY,37.1,-83.7
40943,Standard,Girdler,"Girdler, KY",Knox County,KY,36.96,-83.86
40944,PO Box,Goose Rock,NA,Clay County,KY,37.089887,-83.6949463
40946,Standard,Green Road,"Green Road, KY",Knox County,KY,37.01,-83.89
40949,Standard,Heidrick,"Heidrick, KY",Knox County,KY,36.9,-83.87
40951,PO Box,Hima,NA,Clay County,KY,37.120629,-83.7790946
40953,Standard,Hinkle,"Hinkle, KY",Knox County,KY,36.94,-83.838
40955,PO Box,Ingram,NA,Bell County,KY,36.756333,-83.7815352
40958,Standard,Kettle Island,"Kettle Island, KY",Bell County,KY,36.78,-83.61
40962,Standard,Manchester,"Manchester, KY",Clay County,KY,37.1,-83.7
40964,Standard,Mary Alice,"Mary Alice, KY",Harlan County,KY,36.783,-83.334
40965,Standard,Middlesboro,"Middlesboro, KY",Bell County,KY,36.6,-83.7
40972,Standard,Oneida,"Oneida, KY",Clay County,KY,37.3,-83.6
40977,Standard,Pineville,"Pineville, KY",Bell County,KY,36.8,-83.7
40979,Standard,Roark,"Roark, KY",Leslie County,KY,37,-83.49
40981,PO Box,Saul,NA,Perry County,KY,37.27,-83.5
40982,Standard,Scalf,"Scalf, KY",Knox County,KY,36.92,-83.71
40983,Standard,Sextons Creek,"Sextons Creek, KY",Clay County,KY,37.35,-83.74
40988,Standard,Stoney Fork,"Stoney Fork, KY",Bell County,KY,36.85,-83.52
40995,Standard,Trosper,"Trosper, KY",Knox County,KY,36.773,-83.814
40997,Standard,Walker,"Walker, KY",Knox County,KY,36.87,-83.68
40999,Standard,Woollum,NA,Knox County,KY,37.0198117,-83.8174221
41001,Standard,Alexandria,"Alexandria, KY",Campbell County,KY,38.9,-84.4
41002,Standard,Augusta,"Augusta, KY",Bracken County,KY,38.72,-83.99
41003,Standard,Berry,"Berry, KY",Harrison County,KY,38.5,-84.4
41004,Standard,Brooksville,"Brooksville, KY",Bracken County,KY,38.7,-84.1
41005,Standard,Burlington,"Burlington, KY",Boone County,KY,39,-84.8
41006,Standard,Butler,"Butler, KY",Pendleton County,KY,38.78,-84.33
41007,Standard,California,"California, KY",Campbell County,KY,38.91,-84.32
41008,Standard,Carrollton,"Carrollton, KY",Carroll County,KY,38.6,-85.1
41010,Standard,Corinth,"Corinth, KY",Grant County,KY,38.5,-84.6
41011,Standard,Covington,"Covington, KY",Kenton County,KY,39.06,-84.53
41012,PO Box,Covington,NA,Kenton County,KY,39.0834088,-84.5080278
41014,Standard,Covington,"Covington, KY",Kenton County,KY,39.07,-84.51
41015,Standard,Latonia,"Latonia, KY",Kenton County,KY,39,-84.5
41016,Standard,Covington,"Covington, KY",Kenton County,KY,39.08,-84.55
41017,Standard,Ft Mitchell,"Ft Mitchell, KY",Kenton County,KY,39.02,-84.56
41018,Standard,Erlanger,"Erlanger, KY",Kenton County,KY,39.02,-84.61
41019,Unique,Covington,NA,Kenton County,KY,39.064863,-84.5080565
41021,Unique,Hebron,NA,Boone County,KY,39.0805287,-84.6685079
41022,PO Box,Florence,NA,Boone County,KY,39,-84.63
41025,Unique,Erlanger,NA,Boone County,KY,39.060153,-84.6305042
