NAME,GEOID,NoWithASD,TotalPop,n_AIAN,n_API,n_Black,n_Hispanic,n_White,n_Multiple,prop_AIAN,prop_API,prop_Black,prop_Hispanic,prop_White,prop_Multiple
National,NA,"6,245",226339,29,476,1384,1331,2680,261,0.004643715,0.076220977,0.221617294,0.213130504,0.429143315,0.041793435
