order,x,y,hole,piece,group,fips,abbr,NAME
14040,666534.4564,-2086059.718,F,1,72.1,72,PR,Puerto Rico
14041,668992.4771,-2084868.664,F,1,72.1,72,PR,Puerto Rico
14042,668994.3961,-2084867.734,F,1,72.1,72,PR,Puerto Rico
14043,669091.6253,-2084820.829,F,1,72.1,72,PR,Puerto Rico
14044,672082.3679,-2083378.029,F,1,72.1,72,PR,Puerto Rico
14045,672760.0742,-2082872.83,F,1,72.1,72,PR,Puerto Rico
14046,672896.4188,-2082771.191,F,1,72.1,72,PR,Puerto Rico
14047,672918.6672,-2082754.606,F,1,72.1,72,PR,Puerto Rico
14048,673322.2165,-2082453.779,F,1,72.1,72,PR,Puerto Rico
14049,673324.4808,-2082452.091,F,1,72.1,72,PR,Puerto Rico
14050,673547.8498,-2082285.579,F,1,72.1,72,PR,Puerto Rico
14051,673577.229,-2082184.56,F,1,72.1,72,PR,Puerto Rico
14052,673728.9056,-2081663.021,F,1,72.1,72,PR,Puerto Rico
14053,673865.2848,-2081194.084,F,1,72.1,72,PR,Puerto Rico
14054,673944.0786,-2080923.152,F,1,72.1,72,PR,Puerto Rico
14055,673966.6848,-2080845.421,F,1,72.1,72,PR,Puerto Rico
14056,673861.8659,-2080001.365,F,1,72.1,72,PR,Puerto Rico
14057,673846.8068,-2079822.653,F,1,72.1,72,PR,Puerto Rico
14058,673819.2992,-2079496.21,F,1,72.1,72,PR,Puerto Rico
14059,673779.2081,-2079020.434,F,1,72.1,72,PR,Puerto Rico
14060,673757.2673,-2078760.055,F,1,72.1,72,PR,Puerto Rico
14061,673652.6687,-2077419.431,F,1,72.1,72,PR,Puerto Rico
14062,673632.7803,-2077372.267,F,1,72.1,72,PR,Puerto Rico
14063,673591.8213,-2077275.137,F,1,72.1,72,PR,Puerto Rico
14064,673474.7538,-2076997.524,F,1,72.1,72,PR,Puerto Rico
14065,673399.0523,-2076818.006,F,1,72.1,72,PR,Puerto Rico
14066,672919.8176,-2075681.552,F,1,72.1,72,PR,Puerto Rico
14067,672553.3921,-2074142.521,F,1,72.1,72,PR,Puerto Rico
14068,672316.3037,-2073840.037,F,1,72.1,72,PR,Puerto Rico
14069,672151.3223,-2073629.549,F,1,72.1,72,PR,Puerto Rico
14070,672054.5639,-2073506.102,F,1,72.1,72,PR,Puerto Rico
14071,671035.721,-2072206.235,F,1,72.1,72,PR,Puerto Rico
14072,670942.8277,-2071083.212,F,1,72.1,72,PR,Puerto Rico
14073,670826.3035,-2069674.507,F,1,72.1,72,PR,Puerto Rico
14074,670950.2793,-2069145.279,F,1,72.1,72,PR,Puerto Rico
14075,671042.0957,-2068753.332,F,1,72.1,72,PR,Puerto Rico
14076,671244.9182,-2067887.522,F,1,72.1,72,PR,Puerto Rico
14077,672239.376,-2066497.572,F,1,72.1,72,PR,Puerto Rico
14078,673966.6848,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14079,674483.8656,-2065455.19,F,1,72.1,72,PR,Puerto Rico
14080,674594.717,-2065306.248,F,1,72.1,72,PR,Puerto Rico
14081,675146.4498,-2064617.804,F,1,72.1,72,PR,Puerto Rico
14082,675589.1747,-2064065.378,F,1,72.1,72,PR,Puerto Rico
14083,675645.5947,-2064026.806,F,1,72.1,72,PR,Puerto Rico
14084,675719.8011,-2063976.074,F,1,72.1,72,PR,Puerto Rico
14085,675951.1254,-2063817.927,F,1,72.1,72,PR,Puerto Rico
14086,677839.6969,-2062526.787,F,1,72.1,72,PR,Puerto Rico
14087,679148.1708,-2062328.38,F,1,72.1,72,PR,Puerto Rico
14088,679778.9925,-2061914.161,F,1,72.1,72,PR,Puerto Rico
14089,679828.6124,-2061881.579,F,1,72.1,72,PR,Puerto Rico
14090,681047.8697,-2061551.226,F,1,72.1,72,PR,Puerto Rico
14091,681660.5198,-2061385.231,F,1,72.1,72,PR,Puerto Rico
14092,682893.1841,-2061338.555,F,1,72.1,72,PR,Puerto Rico
14093,682968.9937,-2061335.684,F,1,72.1,72,PR,Puerto Rico
14094,683423.3725,-2061399.483,F,1,72.1,72,PR,Puerto Rico
14095,684382.0661,-2061534.091,F,1,72.1,72,PR,Puerto Rico
14096,684387.0013,-2061532.248,F,1,72.1,72,PR,Puerto Rico
14097,685419.119,-2061146.667,F,1,72.1,72,PR,Puerto Rico
14098,686109.1547,-2060888.883,F,1,72.1,72,PR,Puerto Rico
14099,688412.0863,-2060740.022,F,1,72.1,72,PR,Puerto Rico
14100,689764.9189,-2061033.226,F,1,72.1,72,PR,Puerto Rico
14101,690243.9937,-2061137.057,F,1,72.1,72,PR,Puerto Rico
14102,690618.7939,-2061091.224,F,1,72.1,72,PR,Puerto Rico
14103,690647.99,-2061087.654,F,1,72.1,72,PR,Puerto Rico
14104,691518.1811,-2060981.242,F,1,72.1,72,PR,Puerto Rico
14105,691866.4837,-2060938.65,F,1,72.1,72,PR,Puerto Rico
14106,692137.0877,-2060994.756,F,1,72.1,72,PR,Puerto Rico
14107,693541.3831,-2061285.917,F,1,72.1,72,PR,Puerto Rico
14108,693754.5489,-2061228.173,F,1,72.1,72,PR,Puerto Rico
14109,694159.069,-2061118.594,F,1,72.1,72,PR,Puerto Rico
14110,694640.4394,-2060988.197,F,1,72.1,72,PR,Puerto Rico
14111,694920.2807,-2060975.847,F,1,72.1,72,PR,Puerto Rico
14112,695466.7757,-2060951.731,F,1,72.1,72,PR,Puerto Rico
14113,696284.7854,-2060915.633,F,1,72.1,72,PR,Puerto Rico
14114,696532.9857,-2060904.68,F,1,72.1,72,PR,Puerto Rico
14115,696890.9616,-2060888.883,F,1,72.1,72,PR,Puerto Rico
14116,697533.1059,-2061001.31,F,1,72.1,72,PR,Puerto Rico
14117,698052.8654,-2061092.31,F,1,72.1,72,PR,Puerto Rico
14118,699839.2839,-2061405.078,F,1,72.1,72,PR,Puerto Rico
14119,700293.1698,-2061484.545,F,1,72.1,72,PR,Puerto Rico
14120,700372.4658,-2061509.067,F,1,72.1,72,PR,Puerto Rico
14121,702198.2446,-2062073.684,F,1,72.1,72,PR,Puerto Rico
14122,702700.7,-2062229.067,F,1,72.1,72,PR,Puerto Rico
14123,702903.8687,-2062142.355,F,1,72.1,72,PR,Puerto Rico
14124,703002.8729,-2062100.1,F,1,72.1,72,PR,Puerto Rico
14125,703743.3681,-2061784.057,F,1,72.1,72,PR,Puerto Rico
14126,703747.5672,-2061782.265,F,1,72.1,72,PR,Puerto Rico
14127,704267.6451,-2061932.409,F,1,72.1,72,PR,Puerto Rico
14128,704333.8292,-2061951.515,F,1,72.1,72,PR,Puerto Rico
14129,704742.5079,-2062069.498,F,1,72.1,72,PR,Puerto Rico
14130,704951.2222,-2062129.753,F,1,72.1,72,PR,Puerto Rico
14131,707829.9968,-2063420.17,F,1,72.1,72,PR,Puerto Rico
14132,708719.6357,-2063569.03,F,1,72.1,72,PR,Puerto Rico
14133,710917.9686,-2064661.04,F,1,72.1,72,PR,Puerto Rico
14134,711388.9928,-2065256.702,F,1,72.1,72,PR,Puerto Rico
14135,712140.1247,-2065519.165,F,1,72.1,72,PR,Puerto Rico
14136,713377.9083,-2065951.677,F,1,72.1,72,PR,Puerto Rico
14137,714005.9628,-2065752.954,F,1,72.1,72,PR,Puerto Rico
14138,714162.9485,-2065703.283,F,1,72.1,72,PR,Puerto Rico
14139,715766.4444,-2065986.326,F,1,72.1,72,PR,Puerto Rico
14140,716413.4707,-2066100.537,F,1,72.1,72,PR,Puerto Rico
14141,717582.9884,-2066408.636,F,1,72.1,72,PR,Puerto Rico
14142,718297.5673,-2066596.885,F,1,72.1,72,PR,Puerto Rico
14143,718762.3314,-2066401.001,F,1,72.1,72,PR,Puerto Rico
14144,719710.86,-2066001.224,F,1,72.1,72,PR,Puerto Rico
14145,721019.3339,-2066100.537,F,1,72.1,72,PR,Puerto Rico
14146,723636.2816,-2066845.059,F,1,72.1,72,PR,Puerto Rico
14147,724887.1187,-2067108.692,F,1,72.1,72,PR,Puerto Rico
14148,724975.9112,-2067127.407,F,1,72.1,72,PR,Puerto Rico
14149,726933.6709,-2067540.035,F,1,72.1,72,PR,Puerto Rico
14150,729131.7836,-2067788.209,F,1,72.1,72,PR,Puerto Rico
14151,729152.2334,-2067784.883,F,1,72.1,72,PR,Puerto Rico
14152,729893.6737,-2067664.295,F,1,72.1,72,PR,Puerto Rico
14153,730729.086,-2067528.424,F,1,72.1,72,PR,Puerto Rico
14154,730963.6911,-2067490.268,F,1,72.1,72,PR,Puerto Rico
14155,732478.5031,-2067011.356,F,1,72.1,72,PR,Puerto Rico
14156,732847.7877,-2066894.606,F,1,72.1,72,PR,Puerto Rico
14157,733041.2507,-2066854.946,F,1,72.1,72,PR,Puerto Rico
14158,733494.065,-2066762.117,F,1,72.1,72,PR,Puerto Rico
14159,734178.7874,-2066621.747,F,1,72.1,72,PR,Puerto Rico
14160,734196.4792,-2066618.12,F,1,72.1,72,PR,Puerto Rico
14161,734784.514,-2066497.572,F,1,72.1,72,PR,Puerto Rico
14162,736197.5865,-2066497.572,F,1,72.1,72,PR,Puerto Rico
14163,736485.7335,-2066385.762,F,1,72.1,72,PR,Puerto Rico
14164,737349.0522,-2066050.77,F,1,72.1,72,PR,Puerto Rico
14165,737450.1232,-2066056.763,F,1,72.1,72,PR,Puerto Rico
14166,737703.9237,-2066071.813,F,1,72.1,72,PR,Puerto Rico
14167,739023.9516,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14168,739406.4523,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14169,739453.9634,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14170,740283.5394,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14171,740366.971,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14172,741012.6469,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14173,741624.4892,-2066295.124,F,1,72.1,72,PR,Puerto Rico
14174,742491.8818,-2066500.744,F,1,72.1,72,PR,Puerto Rico
14175,743734.4134,-2066795.292,F,1,72.1,72,PR,Puerto Rico
14176,744160.5022,-2066821.677,F,1,72.1,72,PR,Puerto Rico
14177,746141.9436,-2066944.373,F,1,72.1,72,PR,Puerto Rico
14178,746821.0651,-2066371.771,F,1,72.1,72,PR,Puerto Rico
14179,747083.992,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14180,747092.3858,-2066149.616,F,1,72.1,72,PR,Puerto Rico
14181,748053.9039,-2066095.953,F,1,72.1,72,PR,Puerto Rico
14182,748863.49,-2066050.77,F,1,72.1,72,PR,Puerto Rico
14183,749799.1371,-2066104.566,F,1,72.1,72,PR,Puerto Rico
14184,750590.7988,-2066150.084,F,1,72.1,72,PR,Puerto Rico
14185,750996.5582,-2066067.652,F,1,72.1,72,PR,Puerto Rico
14186,751536.5817,-2065957.943,F,1,72.1,72,PR,Puerto Rico
14187,752056.2807,-2065852.363,F,1,72.1,72,PR,Puerto Rico
14188,753766.4318,-2065783.32,F,1,72.1,72,PR,Puerto Rico
14189,753841.2394,-2065780.3,F,1,72.1,72,PR,Puerto Rico
14190,754516.2203,-2065753.05,F,1,72.1,72,PR,Puerto Rico
14191,755091.4849,-2065859.147,F,1,72.1,72,PR,Puerto Rico
14192,756136.0331,-2066051.795,F,1,72.1,72,PR,Puerto Rico
14193,756400.317,-2066100.537,F,1,72.1,72,PR,Puerto Rico
14194,758808.0674,-2067093.233,F,1,72.1,72,PR,Puerto Rico
14195,758960.1894,-2067183.406,F,1,72.1,72,PR,Puerto Rico
14196,759934.4767,-2067760.933,F,1,72.1,72,PR,Puerto Rico
14197,760482.658,-2068085.877,F,1,72.1,72,PR,Puerto Rico
14198,760482.7616,-2068085.935,F,1,72.1,72,PR,Puerto Rico
14199,762110.0995,-2068698.442,F,1,72.1,72,PR,Puerto Rico
14200,762680.9694,-2068913.309,F,1,72.1,72,PR,Puerto Rico
14201,763780.1359,-2069327.02,F,1,72.1,72,PR,Puerto Rico
14202,764634.2309,-2069503.104,F,1,72.1,72,PR,Puerto Rico
14203,766005.1854,-2069785.747,F,1,72.1,72,PR,Puerto Rico
14204,766117.2908,-2069808.859,F,1,72.1,72,PR,Puerto Rico
14205,766187.6661,-2069823.368,F,1,72.1,72,PR,Puerto Rico
14206,767438.8955,-2069823.368,F,1,72.1,72,PR,Puerto Rico
14207,767600.9588,-2069823.368,F,1,72.1,72,PR,Puerto Rico
14208,768375.8989,-2069616.642,F,1,72.1,72,PR,Puerto Rico
14209,769275.8582,-2069376.566,F,1,72.1,72,PR,Puerto Rico
14210,769779.1961,-2069543.131,F,1,72.1,72,PR,Puerto Rico
14211,770034.1695,-2069627.507,F,1,72.1,72,PR,Puerto Rico
14212,770802.9676,-2069881.917,F,1,72.1,72,PR,Puerto Rico
14213,771526.3803,-2070121.309,F,1,72.1,72,PR,Puerto Rico
14214,771812.5998,-2070142.2,F,1,72.1,72,PR,Puerto Rico
14215,771929.6499,-2070150.743,F,1,72.1,72,PR,Puerto Rico
14216,771936.0209,-2070151.208,F,1,72.1,72,PR,Puerto Rico
14217,771989.1233,-2070155.084,F,1,72.1,72,PR,Puerto Rico
14218,772887.0434,-2070220.622,F,1,72.1,72,PR,Puerto Rico
14219,773739.5514,-2069697.43,F,1,72.1,72,PR,Puerto Rico
14220,773776.9025,-2069674.507,F,1,72.1,72,PR,Puerto Rico
14221,773744.5038,-2068968.68,F,1,72.1,72,PR,Puerto Rico
14222,773724.4931,-2068532.731,F,1,72.1,72,PR,Puerto Rico
14223,773767.0467,-2068489.013,F,1,72.1,72,PR,Puerto Rico
14224,774352.5253,-2067887.522,F,1,72.1,72,PR,Puerto Rico
14225,774782.7273,-2068002.228,F,1,72.1,72,PR,Puerto Rico
14226,774847.895,-2068019.604,F,1,72.1,72,PR,Puerto Rico
14227,776027.4247,-2068334.103,F,1,72.1,72,PR,Puerto Rico
14228,777278.2985,-2068334.103,F,1,72.1,72,PR,Puerto Rico
14229,777335.8985,-2068334.103,F,1,72.1,72,PR,Puerto Rico
14230,777346.2011,-2068328.158,F,1,72.1,72,PR,Puerto Rico
14231,778203.5203,-2067833.4,F,1,72.1,72,PR,Puerto Rico
14232,778539.7737,-2067639.348,F,1,72.1,72,PR,Puerto Rico
14233,778761.746,-2067445.033,F,1,72.1,72,PR,Puerto Rico
14234,779508.0538,-2066791.712,F,1,72.1,72,PR,Puerto Rico
14235,779587.1068,-2066722.508,F,1,72.1,72,PR,Puerto Rico
14236,779900.657,-2066448.025,F,1,72.1,72,PR,Puerto Rico
14237,781104.312,-2066894.606,F,1,72.1,72,PR,Puerto Rico
14238,782795.772,-2066765.244,F,1,72.1,72,PR,Puerto Rico
14239,784349.2919,-2066646.432,F,1,72.1,72,PR,Puerto Rico
14240,785589.9005,-2066646.432,F,1,72.1,72,PR,Puerto Rico
14241,786285.798,-2066646.432,F,1,72.1,72,PR,Puerto Rico
14242,787175.6571,-2065852.363,F,1,72.1,72,PR,Puerto Rico
14243,788588.7296,-2065703.283,F,1,72.1,72,PR,Puerto Rico
14244,788910.9787,-2065694.567,F,1,72.1,72,PR,Puerto Rico
14245,790058.2704,-2065663.537,F,1,72.1,72,PR,Puerto Rico
14246,790420.637,-2065653.736,F,1,72.1,72,PR,Puerto Rico
14247,791729.1108,-2065753.05,F,1,72.1,72,PR,Puerto Rico
14248,792037.655,-2065800.69,F,1,72.1,72,PR,Puerto Rico
14249,793497.1758,-2066026.044,F,1,72.1,72,PR,Puerto Rico
14250,793979.633,-2066100.537,F,1,72.1,72,PR,Puerto Rico
14251,795214.6991,-2066393.363,F,1,72.1,72,PR,Puerto Rico
14252,796491.9821,-2066696.199,F,1,72.1,72,PR,Puerto Rico
14253,796536.8694,-2066713.724,F,1,72.1,72,PR,Puerto Rico
14254,798271.4801,-2067390.954,F,1,72.1,72,PR,Puerto Rico
14255,799185.7585,-2067474.4,F,1,72.1,72,PR,Puerto Rico
14256,800793.6039,-2067621.147,F,1,72.1,72,PR,Puerto Rico
14257,800993.0264,-2067639.348,F,1,72.1,72,PR,Puerto Rico
14258,801221.0084,-2067590.19,F,1,72.1,72,PR,Puerto Rico
14259,802527.2009,-2067308.543,F,1,72.1,72,PR,Puerto Rico
14260,802609.6856,-2067290.757,F,1,72.1,72,PR,Puerto Rico
14261,803295.958,-2067142.78,F,1,72.1,72,PR,Puerto Rico
14262,804433.6819,-2066409.061,F,1,72.1,72,PR,Puerto Rico
14263,804604.4318,-2066298.944,F,1,72.1,72,PR,Puerto Rico
14264,805651.299,-2066596.885,F,1,72.1,72,PR,Puerto Rico
14265,805946.6704,-2066631.875,F,1,72.1,72,PR,Puerto Rico
14266,807046.3144,-2066762.138,F,1,72.1,72,PR,Puerto Rico
14267,807326.1984,-2066795.292,F,1,72.1,72,PR,Puerto Rico
14268,807409.1749,-2066836.96,F,1,72.1,72,PR,Puerto Rico
14269,809105.6964,-2067688.895,F,1,72.1,72,PR,Puerto Rico
14270,809226.4185,-2067725.701,F,1,72.1,72,PR,Puerto Rico
14271,809318.0304,-2067753.632,F,1,72.1,72,PR,Puerto Rico
14272,809961.2437,-2067949.737,F,1,72.1,72,PR,Puerto Rico
14273,810571.1783,-2068135.696,F,1,72.1,72,PR,Puerto Rico
14274,810884.303,-2068016.902,F,1,72.1,72,PR,Puerto Rico
14275,810912.2317,-2068006.307,F,1,72.1,72,PR,Puerto Rico
14276,812141.2588,-2067540.035,F,1,72.1,72,PR,Puerto Rico
14277,812620.9587,-2067641.065,F,1,72.1,72,PR,Puerto Rico
14278,813083.3071,-2067738.442,F,1,72.1,72,PR,Puerto Rico
14279,813232.4947,-2067805.974,F,1,72.1,72,PR,Puerto Rico
14280,814189.5717,-2068239.212,F,1,72.1,72,PR,Puerto Rico
14281,814426.7882,-2068346.592,F,1,72.1,72,PR,Puerto Rico
14282,815191.1928,-2068692.614,F,1,72.1,72,PR,Puerto Rico
14283,815386.2387,-2068780.905,F,1,72.1,72,PR,Puerto Rico
14284,816279.812,-2068912.419,F,1,72.1,72,PR,Puerto Rico
14285,816476.8789,-2068941.423,F,1,72.1,72,PR,Puerto Rico
14286,817036.2892,-2069023.756,F,1,72.1,72,PR,Puerto Rico
14287,818422.0214,-2069227.706,F,1,72.1,72,PR,Puerto Rico
14288,818431.6169,-2069230.086,F,1,72.1,72,PR,Puerto Rico
14289,820261.7272,-2069684.03,F,1,72.1,72,PR,Puerto Rico
14290,821519.4333,-2069995.994,F,1,72.1,72,PR,Puerto Rico
14291,821526.9227,-2069997.852,F,1,72.1,72,PR,Puerto Rico
14292,821824.0093,-2070071.542,F,1,72.1,72,PR,Puerto Rico
14293,821923.0035,-2070110.199,F,1,72.1,72,PR,Puerto Rico
14294,822713.8684,-2070419.029,F,1,72.1,72,PR,Puerto Rico
14295,824868.4552,-2070849.406,F,1,72.1,72,PR,Puerto Rico
14296,825693.2153,-2071014.151,F,1,72.1,72,PR,Puerto Rico
14297,825697.0214,-2071014.911,F,1,72.1,72,PR,Puerto Rico
14298,828313.9691,-2070965.144,F,1,72.1,72,PR,Puerto Rico
14299,829225.9167,-2070635.769,F,1,72.1,72,PR,Puerto Rico
14300,829413.2457,-2070568.11,F,1,72.1,72,PR,Puerto Rico
14301,830302.8846,-2069376.566,F,1,72.1,72,PR,Puerto Rico
14302,830878.7276,-2069078.846,F,1,72.1,72,PR,Puerto Rico
14303,831297.3424,-2067540.035,F,1,72.1,72,PR,Puerto Rico
14304,831355.4194,-2067514.995,F,1,72.1,72,PR,Puerto Rico
14305,831762.8398,-2067339.34,F,1,72.1,72,PR,Puerto Rico
14306,831872.9651,-2067291.861,F,1,72.1,72,PR,Puerto Rico
14307,832947.1888,-2067044.038,F,1,72.1,72,PR,Puerto Rico
14308,833809.6914,-2066845.059,F,1,72.1,72,PR,Puerto Rico
14309,834174.8761,-2066829.311,F,1,72.1,72,PR,Puerto Rico
14310,836112.623,-2066745.746,F,1,72.1,72,PR,Puerto Rico
14311,836493.4566,-2066694.129,F,1,72.1,72,PR,Puerto Rico
14312,837578.1049,-2066547.118,F,1,72.1,72,PR,Puerto Rico
14313,837723.5035,-2066555.479,F,1,72.1,72,PR,Puerto Rico
14314,839305.1935,-2066646.432,F,1,72.1,72,PR,Puerto Rico
14315,839347.6898,-2066616.645,F,1,72.1,72,PR,Puerto Rico
14316,840509.0687,-2065802.596,F,1,72.1,72,PR,Puerto Rico
14317,840627.3678,-2065826.669,F,1,72.1,72,PR,Puerto Rico
14318,840929.5605,-2065888.161,F,1,72.1,72,PR,Puerto Rico
14319,841173.4861,-2065937.796,F,1,72.1,72,PR,Puerto Rico
14320,841241.6995,-2065951.677,F,1,72.1,72,PR,Puerto Rico
14321,842184.1529,-2066561.054,F,1,72.1,72,PR,Puerto Rico
14322,842393.1653,-2066696.199,F,1,72.1,72,PR,Puerto Rico
14323,842750.1564,-2066820.94,F,1,72.1,72,PR,Puerto Rico
14324,842776.8855,-2066830.28,F,1,72.1,72,PR,Puerto Rico
14325,843387.6231,-2067043.687,F,1,72.1,72,PR,Puerto Rico
14326,844172.6633,-2067589.581,F,1,72.1,72,PR,Puerto Rico
14327,844639.2834,-2067589.581,F,1,72.1,72,PR,Puerto Rico
14328,844696.0969,-2067589.581,F,1,72.1,72,PR,Puerto Rico
14329,844948.3583,-2067042.762,F,1,72.1,72,PR,Puerto Rico
14330,845062.5225,-2066795.292,F,1,72.1,72,PR,Puerto Rico
14331,845287.6903,-2066812.383,F,1,72.1,72,PR,Puerto Rico
14332,846370.9963,-2066894.606,F,1,72.1,72,PR,Puerto Rico
14333,847498.9497,-2067391.38,F,1,72.1,72,PR,Puerto Rico
14334,847836.4782,-2067540.035,F,1,72.1,72,PR,Puerto Rico
14335,849092.5426,-2067341.407,F,1,72.1,72,PR,Puerto Rico
14336,850401.0165,-2067341.407,F,1,72.1,72,PR,Puerto Rico
14337,851390.156,-2067774.409,F,1,72.1,72,PR,Puerto Rico
14338,852442.3414,-2068235.01,F,1,72.1,72,PR,Puerto Rico
14339,852520.7523,-2068235.01,F,1,72.1,72,PR,Puerto Rico
14340,853263.5101,-2068235.01,F,1,72.1,72,PR,Puerto Rico
14341,853384.3897,-2068235.01,F,1,72.1,72,PR,Puerto Rico
14342,853593.8072,-2067440.721,F,1,72.1,72,PR,Puerto Rico
14343,853937.3136,-2067353.809,F,1,72.1,72,PR,Puerto Rico
14344,853975.3748,-2067344.179,F,1,72.1,72,PR,Puerto Rico
14345,854378.8474,-2067242.094,F,1,72.1,72,PR,Puerto Rico
14346,855419.0398,-2067888.516,F,1,72.1,72,PR,Puerto Rico
14347,855896.5186,-2068185.243,F,1,72.1,72,PR,Puerto Rico
14348,856070.0896,-2068288.877,F,1,72.1,72,PR,Puerto Rico
14349,856742.3383,-2068690.257,F,1,72.1,72,PR,Puerto Rico
14350,857206.5983,-2068967.453,F,1,72.1,72,PR,Puerto Rico
14351,857309.8112,-2069029.079,F,1,72.1,72,PR,Puerto Rico
14352,857535.5335,-2069120.842,F,1,72.1,72,PR,Puerto Rico
14353,858217.9843,-2069398.28,F,1,72.1,72,PR,Puerto Rico
14354,858408.8676,-2069475.88,F,1,72.1,72,PR,Puerto Rico
14355,858746.2629,-2069386.279,F,1,72.1,72,PR,Puerto Rico
14356,859073.1969,-2069299.456,F,1,72.1,72,PR,Puerto Rico
14357,859717.3415,-2069128.392,F,1,72.1,72,PR,Puerto Rico
14358,860921.2167,-2069327.02,F,1,72.1,72,PR,Puerto Rico
14359,862435.6166,-2069188.076,F,1,72.1,72,PR,Puerto Rico
14360,862543.7066,-2069178.159,F,1,72.1,72,PR,Puerto Rico
14361,863044.0902,-2069494.554,F,1,72.1,72,PR,Puerto Rico
14362,863485.755,-2069773.821,F,1,72.1,72,PR,Puerto Rico
14363,864375.6141,-2070270.169,F,1,72.1,72,PR,Puerto Rico
14364,864619.1637,-2070270.169,F,1,72.1,72,PR,Puerto Rico
14365,865317.6624,-2070270.169,F,1,72.1,72,PR,Puerto Rico
14366,865644.1877,-2070122.02,F,1,72.1,72,PR,Puerto Rico
14367,865846.5751,-2070030.194,F,1,72.1,72,PR,Puerto Rico
14368,866469.1399,-2069747.728,F,1,72.1,72,PR,Puerto Rico
14369,866521.3174,-2069724.054,F,1,72.1,72,PR,Puerto Rico
14370,867015.4038,-2069325.792,F,1,72.1,72,PR,Puerto Rico
14371,867044.189,-2069302.589,F,1,72.1,72,PR,Puerto Rico
14372,867414.8245,-2069003.836,F,1,72.1,72,PR,Puerto Rico
14373,867568.1845,-2068880.218,F,1,72.1,72,PR,Puerto Rico
14374,869033.6664,-2068582.498,F,1,72.1,72,PR,Puerto Rico
14375,869526.3079,-2068730.039,F,1,72.1,72,PR,Puerto Rico
14376,871022.5819,-2069178.159,F,1,72.1,72,PR,Puerto Rico
14377,871566.5287,-2069407.414,F,1,72.1,72,PR,Puerto Rico
14378,871992.8101,-2069587.078,F,1,72.1,72,PR,Puerto Rico
14379,872075.9042,-2069622.099,F,1,72.1,72,PR,Puerto Rico
14380,872436.7092,-2069774.166,F,1,72.1,72,PR,Puerto Rico
14381,873377.9229,-2070170.855,F,1,72.1,72,PR,Puerto Rico
14382,873574.916,-2070280.527,F,1,72.1,72,PR,Puerto Rico
14383,875089.8172,-2071123.914,F,1,72.1,72,PR,Puerto Rico
14384,877882.7108,-2071318.578,F,1,72.1,72,PR,Puerto Rico
14385,879920.072,-2071660.12,F,1,72.1,72,PR,Puerto Rico
14386,884501.7123,-2071533.5,F,1,72.1,72,PR,Puerto Rico
14387,884584.4201,-2071546.968,F,1,72.1,72,PR,Puerto Rico
14388,884601.362,-2071549.727,F,1,72.1,72,PR,Puerto Rico
14389,885679.603,-2071725.301,F,1,72.1,72,PR,Puerto Rico
14390,886915.8487,-2071262.865,F,1,72.1,72,PR,Puerto Rico
14391,886946.8083,-2071180.113,F,1,72.1,72,PR,Puerto Rico
14392,887410.9383,-2069939.531,F,1,72.1,72,PR,Puerto Rico
14393,887479.3601,-2069756.645,F,1,72.1,72,PR,Puerto Rico
14394,887816.7182,-2069557.577,F,1,72.1,72,PR,Puerto Rico
14395,888084.2705,-2069957.694,F,1,72.1,72,PR,Puerto Rico
14396,887814.9566,-2070330.726,F,1,72.1,72,PR,Puerto Rico
14397,887812.7994,-2070339.668,F,1,72.1,72,PR,Puerto Rico
14398,887554.4592,-2071410.562,F,1,72.1,72,PR,Puerto Rico
14399,887530.0079,-2071511.92,F,1,72.1,72,PR,Puerto Rico
14400,887940.2547,-2073119.656,F,1,72.1,72,PR,Puerto Rico
14401,888493.763,-2073560.815,F,1,72.1,72,PR,Puerto Rico
14402,889876.6588,-2074663.014,F,1,72.1,72,PR,Puerto Rico
14403,889955.4359,-2074725.801,F,1,72.1,72,PR,Puerto Rico
14404,890292.2926,-2074994.284,F,1,72.1,72,PR,Puerto Rico
14405,890779.0059,-2075005.54,F,1,72.1,72,PR,Puerto Rico
14406,891782.2192,-2075028.74,F,1,72.1,72,PR,Puerto Rico
14407,892368.2987,-2075042.294,F,1,72.1,72,PR,Puerto Rico
14408,892535.9011,-2075046.17,F,1,72.1,72,PR,Puerto Rico
14409,892701.3643,-2075049.996,F,1,72.1,72,PR,Puerto Rico
14410,893568.2138,-2074730.824,F,1,72.1,72,PR,Puerto Rico
14411,894528.661,-2074377.189,F,1,72.1,72,PR,Puerto Rico
14412,894781.4457,-2074284.114,F,1,72.1,72,PR,Puerto Rico
14413,896108.1968,-2073162.597,F,1,72.1,72,PR,Puerto Rico
14414,896546.6303,-2072468.722,F,1,72.1,72,PR,Puerto Rico
14415,897445.5179,-2072048.566,F,1,72.1,72,PR,Puerto Rico
14416,897653.4258,-2072488.522,F,1,72.1,72,PR,Puerto Rico
14417,898101.7367,-2073437.195,F,1,72.1,72,PR,Puerto Rico
